species,category,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state,acceptedName,ssp_subpop
Chrosomus saylori,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Laurel Dace,Unknown,FALSE,TRUE,FALSE,tennessee,Chrosomus saylori,
Chrosomus tennesseensis,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Tennessee Dace,Decreasing,FALSE,TRUE,FALSE,georgia,Chrosomus tennesseensis,
Chrosomus tennesseensis,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Tennessee Dace,Decreasing,FALSE,TRUE,FALSE,tennessee,Chrosomus tennesseensis,
Chrosomus tennesseensis,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Tennessee Dace,Decreasing,FALSE,TRUE,FALSE,virginia,Chrosomus tennesseensis,
Chrysodracon aurea,EN,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Dracaena aurea,
Chrysodracon auwahiensis,VU,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,hawaii,Dracaena rockii,
Chrysodracon fernaldii,EN,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,hawaii,Dracaena fernaldii,
Chrysodracon forbesii,EN,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,Forbes' Dracaena,NA,FALSE,FALSE,TRUE,hawaii,Dracaena forbesii,
Chrysodracon halapepe,VU,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,hawaii,Dracaena halaapepe,
Chrysodracon hawaiiensis,EN,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,hawaii,Dracaena konaensis,
Cibotium nealiae,EN,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,CYATHEALES,CIBOTIACEAE,Cibotium,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cibotium nealiae,
Cicindela albissima,CR,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Coral Pink Sand Dunes Tiger Beetle,Stable,FALSE,FALSE,TRUE,utah,Cicindela albissima,
Cicindela columbica,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Columbia River Tiger Beetle,Unknown,FALSE,TRUE,TRUE,idaho,Cicindela columbica,
Cicindela columbica,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Columbia River Tiger Beetle,Unknown,FALSE,TRUE,TRUE,oregon,Cicindela columbica,
Cicindela columbica,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Columbia River Tiger Beetle,Unknown,FALSE,TRUE,TRUE,washington,Cicindela columbica,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,alabama,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,indiana,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,kentucky,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,maine,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,massachusetts,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,mississippi,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,new hampshire,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,new jersey,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,new york,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,ohio,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,pennsylvania,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,south carolina,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,vermont,Cicindela marginipennis,
Cicindela marginipennis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,west virginia,Cicindela marginipennis,
Cicindela puritana,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Puritan Tiger Beetle,Unknown,FALSE,FALSE,TRUE,connecticut,Ellipsoptera puritana,
Cicindela puritana,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Puritan Tiger Beetle,Unknown,FALSE,FALSE,TRUE,massachusetts,Ellipsoptera puritana,
Cicindela puritana,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Puritan Tiger Beetle,Unknown,FALSE,FALSE,TRUE,maryland,Ellipsoptera puritana,
Cladonia perforata,EN,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cladonia,Florida Perforate Reindeer Lichen,Unknown,FALSE,FALSE,TRUE,florida,Cladonia perforata,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,alabama,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,alaska,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,arizona,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,arkansas,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,california,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,colorado,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,connecticut,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,delaware,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,georgia,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,idaho,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,illinois,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,indiana,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,iowa,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,kansas,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,kentucky,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,maine,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,maryland,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,massachusetts,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,michigan,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,minnesota,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,mississippi,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,missouri,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,nebraska,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,new hampshire,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,new jersey,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,new york,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,north carolina,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,north dakota,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,ohio,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,oklahoma,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,oregon,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,pennsylvania,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,rhode island,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,south carolina,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,south dakota,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,tennessee,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,utah,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,vermont,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,virginia,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,washington,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,west virginia,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,wisconsin,Clangula hyemalis,
Clangula hyemalis,VU,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,wyoming,Clangula hyemalis,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,connecticut,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,delaware,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,florida,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,georgia,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,illinois,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,indiana,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,maine,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,maryland,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,massachusetts,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,michigan,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,new hampshire,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,new jersey,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,new york,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,north carolina,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,ohio,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,pennsylvania,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,rhode island,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,south carolina,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,vermont,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,virginia,Clemmys guttata,
Clemmys guttata,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,west virginia,Clemmys guttata,
Clermontia arborescens,EN,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Clermontia,NA,NA,NA,NA,NA,hawaii,Clermontia arborescens,
Clermontia calophylla,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Lava Clermontia,Decreasing,FALSE,FALSE,TRUE,hawaii,Clermontia calophylla,
Clermontia drepanomorpha,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Kohala Clermontia,Stable,FALSE,FALSE,TRUE,hawaii,Clermontia drepanomorpha,
Clermontia hawaiiensis,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Hawaii Clermontia,NA,FALSE,FALSE,TRUE,hawaii,Clermontia hawaiiensis,
Clermontia lindseyana,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Clermontia lindseyana,
Clermontia oblongifolia,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,NA,FALSE,FALSE,TRUE,hawaii,Clermontia oblongifolia,
Clermontia peleana,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Stable,FALSE,FALSE,TRUE,hawaii,Clermontia peleana,
Clermontia pyrularia,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Pear Clermontia,Stable,FALSE,FALSE,TRUE,hawaii,Clermontia pyrularia,
Clermontia samuelii,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Clermontia samuelii,
Clermontia tuberculata,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Haleakala Clermontia,Unknown,FALSE,FALSE,TRUE,hawaii,Clermontia tuberculata,
Clermontia waimeae,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Clermontia waimeae,
Cochliopa texana,VU,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Cochliopa,Phantom Cave Snail,NA,FALSE,TRUE,FALSE,texas,Pyrgulopsis texana,
Coelus globosus,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Coelus,Globose Dune Beetle,NA,FALSE,FALSE,TRUE,california,Coelus globosus,
Coelus gracilis,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Coelus,San Joaquin Dune Beetle,NA,FALSE,FALSE,TRUE,california,Coelus gracilis,
Colligyrus depressus,VU,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Colligyrus,Harney Basin Duskysnail,Unknown,FALSE,TRUE,FALSE,oregon,Colligyrus depressus,
Colubrina oppositifolia,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Colubrina,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Colubrina oppositifolia,
Consolea corallicola,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CACTACEAE,Consolea,Florida Semaphore Cactus,Decreasing,FALSE,FALSE,TRUE,florida,Consolea corallicola,
Conus anabathrum,VU,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Florida Cone,Unknown,TRUE,FALSE,FALSE,florida,Conus anabathrum,
Conus stearnsii,VU,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,NA,Unknown,TRUE,FALSE,FALSE,florida,Conasprella stearnsii,
Cookeconcha contorta,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENDODONTIDAE,Cookeconcha,NA,NA,FALSE,FALSE,TRUE,hawaii,Cookeconcha contorta,
Coprosma cordicarpa,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Coprosma cordicarpa,
Coprosma elliptica,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Coprosma elliptica,
Coprosma kauensis,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Coprosma kauensis,
Coprosma kawaikiniensis,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Coprosma kawaikiniensis,
Corallorhiza bentleyi,VU,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Corallorhiza,Bentley's Coralroot,Unknown,FALSE,FALSE,TRUE,virginia,Corallorhiza bentleyi,
Corallorhiza bentleyi,VU,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Corallorhiza,Bentley's Coralroot,Unknown,FALSE,FALSE,TRUE,west virginia,Corallorhiza bentleyi,
Cordulegaster sarracenia,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTRIDAE,Cordulegaster,Sarracenia Spiketail,Decreasing,FALSE,TRUE,TRUE,louisiana,Cordulegaster sarracenia,
Cordulegaster sarracenia,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTRIDAE,Cordulegaster,Sarracenia Spiketail,Decreasing,FALSE,TRUE,TRUE,texas,Cordulegaster sarracenia,
Coregonus hoyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,illinois,Coregonus hoyi,
Coregonus hoyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,indiana,Coregonus hoyi,
Coregonus hoyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,michigan,Coregonus hoyi,
Coregonus hoyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,minnesota,Coregonus hoyi,
Coregonus hoyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,new york,Coregonus hoyi,
