state,species,taxon_general,taxon_specific,Ranking,Notes,acceptedName
washington,Strix occidentalis,Birds,NA,E,NA,Strix occidentalis
washington,Coccyzus americanus,Birds,NA,E,NA,Coccyzus americanus
washington,Eremophila alpestris,Birds,NA,E,NA,Eremophila alpestris
washington,Brachyrampus marmoratus,Birds,NA,E,NA,Brachyramphus marmoratus
washington,Speyeria zerene,Invertebrates,Insects,E,NA,Speyeria zerene
washington,Euphydras editha,Invertebrates,Insects,E,NA,Euphydryas editha
washington,Polites mardon,Invertebrates,Insects,E,NA,Polites sabuleti
washington,Haliotis kamtschatkana,Invertebrates,Mollusks,E,Marine,Haliotis kamtschatkana
washington,Brachyagus idahoensis,Mammals,NA,E,NA,Brachylagus idahoensis
washington,Balaenoptera physalus,Mammals,NA,E,Marine,Balaenoptera physalus
washington,Balaenoptera borealis,Mammals,NA,E,Marine,Balaenoptera borealis
washington,Balaenoptera musculus,Mammals,NA,E,Marine,Balaenoptera musculus
washington,Megaptera novaeangliae,Mammals,NA,E,Marine,Megaptera novaeangliae
washington,Eubalaena japonica,Mammals,NA,E,Marine,Eubalaena japonica
washington,Physeter macrocephalus,Mammals,NA,E,Marine,Physeter macrocephalus
washington,Orcinus orca,Mammals,NA,E,Marine,Orcinus orca
washington,Canis lupis,Mammals,NA,E,NA,Canis lupus
washington,Ursus arctos,Mammals,NA,E,NA,Ursus arctos
washington,Lynx canadensis,Mammals,NA,E,NA,Lynx canadensis
washington,Pekania pennanti,Mammals,NA,E,NA,Martes pennanti
washington,Odocoileus virginianus,Mammals,NA,E,NA,Odocoileus virginianus
washington,Rangifer tarandus,Mammals,NA,E,NA,Rangifer tarandus
washington,Actinemys marmorata,Reptiles,Turtles,E,NA,Actinemys marmorata
washington,Dermochelys coriacea,Reptiles,Turtles,E,Marine,Dermochelys coriacea
washington,Caretta caretta,Reptiles,Turtles,E,Marine,Caretta caretta
wisconsin,Acris blanchardi,Amphibians,Frogs/Toads,E,NA,Acris blanchardi
wisconsin,Charadrius melodus,Birds,NA,E,NA,Charadrius melodus
wisconsin,Chlidonias niger,Birds,NA,E,NA,Chlidonias niger
wisconsin,Falco peregrinus,Birds,NA,E,NA,Falco peregrinus
wisconsin,Helmitheros vermivorum,Birds,NA,E,NA,Helmitheros vermivorum
wisconsin,Hydroprogne caspia,Birds,NA,E,NA,Hydroprogne caspia
wisconsin,Lanius ludovicianus,Birds,NA,E,NA,Lanius ludovicianus
wisconsin,Podiceps grisegena,Birds,NA,E,NA,Podiceps grisegena
wisconsin,Setophaga dominica,Birds,NA,E,NA,Setophaga dominica
wisconsin,Setophaga kirtlandi,Birds,NA,E,NA,Setophaga kirtlandii
wisconsin,Sterna forsteri,Birds,NA,E,NA,Sterna forsteri
wisconsin,Sterna hirundo,Birds,NA,E,NA,Sterna hirundo
wisconsin,Alosa chrysochloris,Fish,NA,E,NA,Alosa chrysochloris
wisconsin,Crystallaria asprella,Fish,NA,E,NA,Crystallaria asprella
wisconsin,Erimystax x-punctatus,Fish,NA,E,NA,Erimystax x-punctatus
wisconsin,Etheostoma chlorosoma,Fish,NA,E,NA,Etheostoma chlorosomum
wisconsin,Fundulus dispar,Fish,NA,E,NA,Fundulus dispar
wisconsin,Hiodon alosoides,Fish,NA,E,NA,Hiodon alosoides
wisconsin,Hybopsis amnis,Fish,NA,E,NA,Hybopsis amnis
wisconsin,Luxilus chrysocephalus,Fish,NA,E,NA,Luxilus chrysocephalus
wisconsin,Moxostoma duquesnei,Fish,NA,E,NA,Moxostoma duquesnii
wisconsin,Noturus exilis,Fish,NA,E,NA,Noturus exilis
wisconsin,Cumberlandia monodonta,Invertebrates,Mollusks,E,NA,Cumberlandia monodonta
wisconsin,Cyclonaias tuberculata,Invertebrates,Mollusks,E,NA,Cyclonaias tuberculata
wisconsin,Ellipsaria lineolata,Invertebrates,Mollusks,E,NA,Ellipsaria lineolata
wisconsin,Elliptio crassidens,Invertebrates,Mollusks,E,NA,Elliptio crassidens
wisconsin,Epioblasma triquetra,Invertebrates,Mollusks,E,NA,Epioblasma triquetra
wisconsin,Fusconaia ebena,Invertebrates,Mollusks,E,NA,Reginaia ebenus
wisconsin,Lampsilis higginsi,Invertebrates,Mollusks,E,NA,Lampsilis higginsii
wisconsin,Lampsilis teres,Invertebrates,Mollusks,E,NA,Lampsilis teres
wisconsin,Plethobasus cyphyus,Invertebrates,Mollusks,E,NA,Plethobasus cyphyus
wisconsin,Quadrula fragosa,Invertebrates,Mollusks,E,NA,Quadrula fragosa
wisconsin,Villosa iris,Invertebrates,Mollusks,E,NA,Cambarunio iris
wisconsin,Vertigo hubrichti,Invertebrates,Mollusks,E,NA,NA
wisconsin,Vertigo occulta,Invertebrates,Mollusks,E,NA,Vertigo occulta
wisconsin,Acanthametropus pecatonica,Invertebrates,Insects,E,NA,Acanthametropus pecatonica
wisconsin,Aflexia rubranura,Invertebrates,Insects,E,NA,Aflexia rubranura
wisconsin,Spinadis simplex,Invertebrates,Insects,E,NA,Spinadis simplex
wisconsin,Attenuipyga vanduzeei,Invertebrates,Insects,E,NA,Attenuipyga vanduzei
wisconsin,Calephelis muticum,Invertebrates,Insects,E,NA,Calephelis muticum
wisconsin,Cicindela hirticollis,Invertebrates,Insects,E,NA,Cicindela hirticollis
wisconsin,Hesperia ottoe,Invertebrates,Insects,E,NA,Hesperia ottoe
wisconsin,Lycaeides idas,Invertebrates,Insects,E,NA,Plebejus idas
wisconsin,Nicrophorus americanus,Invertebrates,Insects,E,NA,Nicrophorus americanus
wisconsin,Oarisma poweshiek,Invertebrates,Insects,E,NA,Oarisma poweshiek
wisconsin,Ophiogomphus anomalus,Invertebrates,Insects,E,NA,Ophiogomphus anomalus
wisconsin,Ophiogomphus susbehcha,Invertebrates,Insects,E,NA,Ophiogomphus susbehcha
wisconsin,Papaipema silphii,Invertebrates,Insects,E,NA,Papaipema silphii
wisconsin,Schinia indiana,Invertebrates,Insects,E,NA,Schinia indiana
wisconsin,Somatochlora hineana,Invertebrates,Insects,E,NA,Somatochlora hineana
wisconsin,Somatochlora incurvata,Invertebrates,Insects,E,NA,Somatochlora incurvata
wisconsin,Speyeria idalia,Invertebrates,Insects,E,NA,Speyeria idalia
wisconsin,Stenelmis knobeli,Invertebrates,Insects,E,NA,Stenelmis knobeli
wisconsin,Trimerotropis huroniana,Invertebrates,Insects,E,NA,Trimerotropis huroniana
wisconsin,Martes americana,Mammals,NA,E,NA,Martes americana
wisconsin,Agalinis skinneriana,Plants,NA,E,NA,Agalinis skinneriana
wisconsin,Anemone caroliniana,Plants,NA,E,NA,Anemone caroliniana
wisconsin,Anemone multifida,Plants,NA,E,NA,Anemone multifida
wisconsin,Moehringia =Arenaria,Plants,NA,E,NA,Moehringia
wisconsin,Armoracia lacustris,Plants,NA,E,NA,Rorippa aquatica
wisconsin,Asclepias purpurascens,Plants,NA,E,NA,Asclepias purpurascens
wisconsin,Asplenium trichomanes-ramosum,Plants,NA,E,NA,Asplenium viride
wisconsin,Astragalus alpinus,Plants,NA,E,NA,Astragalus alpinus
wisconsin,Astragalus crassicarpus,Plants,NA,E,NA,Astragalus crassicarpus
wisconsin,Astragalus neglectus,Plants,NA,E,NA,Astragalus neglectus
wisconsin,Botrychium campestre,Plants,NA,E,NA,Botrychium campestre
wisconsin,Botrychium lunaria,Plants,NA,E,NA,Botrychium lunaria
wisconsin,Botrychium mormo,Plants,NA,E,NA,Botrychium mormo
wisconsin,Caltha natans,Plants,NA,E,NA,Caltha natans
wisconsin,Camassia scilloides,Plants,NA,E,NA,Camassia scilloides
wisconsin,Carex crus-corvi,Plants,NA,E,NA,Carex crus-corvi
wisconsin,Carex laevivaginata,Plants,NA,E,NA,Carex laevivaginata
wisconsin,Carex lupuliformis,Plants,NA,E,NA,Carex lupuliformis
wisconsin,Carex media,Plants,NA,E,NA,Carex media
wisconsin,Carex schweinitzii,Plants,NA,E,NA,Carex schweinitzii
wisconsin,Catabrosa aquatica,Plants,NA,E,NA,Catabrosa aquatica
wisconsin,Conioselinum chinense,Plants,NA,E,NA,Conioselinum chinense
wisconsin,Diarrhena obovata,Plants,NA,E,NA,Diarrhena obovata
wisconsin,Draba cana,Plants,NA,E,NA,Draba cana
wisconsin,Eleocharis nitida,Plants,NA,E,NA,Eleocharis nitida
wisconsin,Eleocharis quadrangulata,Plants,NA,E,NA,Eleocharis quadrangulata
wisconsin,Eleocharis wolfii,Plants,NA,E,NA,Eleocharis wolfii
wisconsin,Erigenia bulbosa,Plants,NA,E,NA,Erigenia bulbosa
wisconsin,Fimbristylis puberula,Plants,NA,E,NA,Fimbristylis puberula
wisconsin,Fuirena pumila,Plants,NA,E,NA,Fuirena pumila
wisconsin,Geocaulon lividum,Plants,NA,E,NA,Geocaulon lividum
wisconsin,Juncus stygius,Plants,NA,E,NA,Juncus stygius
wisconsin,Lespedeza leptostachya,Plants,NA,E,NA,Lespedeza leptostachya
wisconsin,Liatris punctata,Plants,NA,E,NA,Liatris punctata
wisconsin,Listera auriculata,Plants,NA,E,NA,Litsea auriculata
wisconsin,Lonicera involucrata,Plants,NA,E,NA,Lonicera involucrata
wisconsin,Melica smithii,Plants,NA,E,NA,Melica smithii
wisconsin,Muhlenbergia richardsonis,Plants,NA,E,NA,Muhlenbergia richardsonis
wisconsin,Orobanche ludoviciana,Plants,NA,E,NA,Aphyllon ludovicianum
wisconsin,Oxytropis campestris,Plants,NA,E,NA,Oxytropis campestris
wisconsin,Parnassia parviflora,Plants,NA,E,NA,Parnassia palustris
wisconsin,Phlox glaberrima,Plants,NA,E,NA,Phlox glaberrima
wisconsin,Pinguicula vulgaris,Plants,NA,E,NA,Pinguicula vulgaris
wisconsin,Plantago cordata,Plants,NA,E,NA,Plantago cordata
wisconsin,Platanthera leucophaea,Plants,NA,E,NA,Platanthera leucophaea
wisconsin,Polemonium occidentale,Plants,NA,E,NA,Polemonium occidentale
wisconsin,Polygala incarnata,Plants,NA,E,NA,Polygala incarnata
wisconsin,Potamogeton pulcher,Plants,NA,E,NA,Potamogeton pulcher
wisconsin,Prenanthes crepidinea,Plants,NA,E,NA,Nabalus serpentarius
wisconsin,Pterospora andromedea,Plants,NA,E,NA,Pterospora andromedea
wisconsin,Pyrola minor,Plants,NA,E,NA,Pyrola minor
wisconsin,Ranunculus gmelinii,Plants,NA,E,NA,Ranunculus gmelinii
wisconsin,Ranunculus lapponicus,Plants,NA,E,NA,Ranunculus lapponicus
wisconsin,Rhododendron lapponicum,Plants,NA,E,NA,Rhododendron lapponicum
wisconsin,Ruellia humilis,Plants,NA,E,NA,Ruellia humilis
wisconsin,Salix cordata,Plants,NA,E,NA,Salix cordata
wisconsin,Salix pellita,Plants,NA,E,NA,Salix pellita
wisconsin,Schoenoplectus hallii,Plants,NA,E,NA,Schoenoplectiella hallii
wisconsin,Scleria reticularis,Plants,NA,E,NA,Scleria reticularis
wisconsin,Scutellaria parvula,Plants,NA,E,NA,Scutellaria parvula
wisconsin,Selaginella selaginoides,Plants,NA,E,NA,Selaginella selaginoides
wisconsin,Solidago caesia,Plants,NA,E,NA,Solidago caesia
wisconsin,Tanacetum bipinnatum,Plants,NA,E,NA,Tanacetum bipinnatum
wisconsin,Thaspium chapmanii,Plants,NA,E,NA,Thaspium barbinode
wisconsin,Tiarella cordifolia,Plants,NA,E,NA,Tiarella cordifolia
wisconsin,Vaccinium cespitosum,Plants,NA,E,NA,Vaccinium cespitosum
wisconsin,Vaccinium vitis-idaea,Plants,NA,E,NA,Vaccinium vitis-idaea
wisconsin,Viburnum edule,Plants,NA,E,NA,Viburnum edule
wisconsin,Viola sagittata,Plants,NA,E,NA,Viola sagittata
wisconsin,Ophisaurus attenuatus,Reptiles,Lizards,E,NA,Ophisaurus attenuatus
wisconsin,Regina septemvittata,Reptiles,Snakes,E,NA,Regina septemvittata
wisconsin,Sistrurus catenatus,Reptiles,Snakes,E,NA,Sistrurus catenatus
wisconsin,Terrapene ornata,Reptiles,Turtles,E,NA,Terrapene ornata
wisconsin,Thamnophis proximus,Reptiles,Snakes,E,NA,Thamnophis proximus
wisconsin,Thamnophis sauritus,Reptiles,Snakes,E,NA,Thamnophis sauritus
florida,Ambystoma bishopi,Amphibians,Salamanders,FE,NA,Ambystoma bishopi
florida,Vermivora bachmanii,Birds,NA,FE,NA,Vermivora bachmanii
florida,Ammodramus maritimus,Birds,NA,FE,NA,Ammodramus maritimus
florida,Numenius borealis,Birds,NA,FE,NA,Numenius borealis
florida,Rostrhamus sociabilis,Birds,NA,FE,NA,Rostrhamus sociabilis
florida,Ammodramus savannarum,Birds,NA,FE,NA,Ammodramus savannarum
florida,Campephilus principalis,Birds,NA,FE,NA,Campephilus principalis
florida,Setophaga kirtlandii,Birds,NA,FE,NA,Setophaga kirtlandii
florida,Picoides borealis,Birds,NA,FE,NA,Picoides borealis
florida,Acipenser oxyrinchus,Fish,NA,FE,NA,Acipenser oxyrinchus
florida,Pristis pectinate,Fish,NA,FE,NA,Pristis pectinata
florida,Nicrophorus americanus,Invertebrates,Insects,FE,NA,Nicrophorus americanus
florida,Strymon acis,Invertebrates,Insects,FE,NA,Strymon acis
florida,Anaea troglodyta,Invertebrates,Insects,FE,NA,Anaea troglodyta
florida,Cyclargus thomasi,Invertebrates,Insects,FE,NA,Cyclargus thomasi
florida,Heraclides aristodemus,Invertebrates,Insects,FE,NA,Papilio aristodemus
florida,Villosa choctawensis,Invertebrates,Mollusks,FE,NA,Obovaria choctawensis
florida,Amblema neislerii,Invertebrates,Mollusks,FE,NA,Amblema neislerii
florida,Medionidus penicillatus,Invertebrates,Mollusks,FE,NA,Medionidus penicillatus
florida,Medionidus simpsonianus,Invertebrates,Mollusks,FE,NA,Medionidus simpsonianus
florida,Pleurobema pyriforme,Invertebrates,Mollusks,FE,NA,Pleurobema pyriforme
florida,Fusconaia rotulata,Invertebrates,Mollusks,FE,NA,Reginaia rotulata
florida,Lampsilis subangulata,Invertebrates,Mollusks,FE,NA,Hamiota subangulata
florida,Ptychobranchus jonesi,Invertebrates,Mollusks,FE,NA,Ptychobranchus jonesi
florida,Peromyscus polionotus,Mammals,NA,FE,NA,Peromyscus polionotus
florida,Eumops floridanus,Mammals,NA,FE,NA,Eumops floridanus
florida,Puma concolor,Mammals,NA,FE,NA,Puma concolor
florida,Microtus pennsylvanicus,Mammals,NA,FE,NA,Microtus pennsylvanicus
florida,Myotis grisescens,Mammals,NA,FE,NA,Myotis grisescens
florida,Canis lupus,Mammals,NA,FE,NA,Canis lupus
florida,Myotis sodalis,Mammals,NA,FE,NA,Myotis sodalis
florida,Odocoileus virginianus,Mammals,NA,FE,NA,Odocoileus virginianus
florida,Peromyscus gossypinus,Mammals,NA,FE,NA,Peromyscus gossypinus
florida,Neotoma floridana,Mammals,NA,FE,NA,Neotoma floridana
florida,Sylvilagus palustris,Mammals,NA,FE,NA,Sylvilagus palustris
florida,Oryzomys palustris,Mammals,NA,FE,NA,Oryzomys palustris
florida,Ambystoma cingulatum,Amphibians,Salamanders,FT,NA,Ambystoma cingulatum
florida,Polyborus plancus,Birds,NA,FT,NA,Caracara plancus
florida,Aphelocoma coerulescens,Birds,NA,FT,NA,Aphelocoma coerulescens
florida,Charadrius melodus,Birds,NA,FT,NA,Charadrius melodus
florida,Sterna dougallii,Birds,NA,FT,NA,Sterna dougallii
florida,Calidris canutus,Birds,NA,FT,NA,Calidris canutus
florida,Mycteria americana,Birds,NA,FT,NA,Mycteria americana
florida,Manta birostris,Fish,NA,FT,Marine,Manta birostris
florida,Epinephelus striatus,Fish,NA,FT,Marine,Cynoscion striatus
florida,Etheostoma okalossae,Fish,NA,FT,NA,Etheostoma okaloosae
florida,Orbicella franksi,Invertebrates,Corals,FT,Marine,Orbicella franksi
florida,Acropora palmata,Invertebrates,Corals,FT,Marine,Acropora palmata
florida,Orbicella annularis,Invertebrates,Corals,FT,Marine,Orbicella annularis
florida,Orbicella faveolata,Invertebrates,Corals,FT,Marine,Orbicella faveolata
florida,Dendrogyra cylindricus,Invertebrates,Corals,FT,Marine,Dendrogyra cylindrus
florida,Mycetophyllia ferox,Invertebrates,Corals,FT,Marine,Mycetophyllia ferox
florida,Acropora cervicornis,Invertebrates,Corals,FT,Marine,Acropora cervicornis
florida,Palaemonetes cummingi,Invertebrates,Crustaceans,FT,NA,Palaemonetes cummingi
florida,Elliptio chiplolaensis,Invertebrates,Mollusks,FT,NA,Elliptio chipolaensis
florida,Pleurobema strodeanum,Invertebrates,Mollusks,FT,NA,Pleurobema strodeanum
florida,Fusconaia escambia,Invertebrates,Mollusks,FT,NA,Fusconaia escambia
florida,Elliptoideus sloatianus,Invertebrates,Mollusks,FT,NA,Elliptoideus sloatianus
florida,Hamiota australis,Invertebrates,Mollusks,FT,NA,Hamiota australis
florida,Orthalicus reses,Invertebrates,Mollusks,FT,NA,Orthalicus reses
florida,Medionidus walkeri,Invertebrates,Mollusks,FT,NA,Medionidus walkeri
florida,Fusconaia burki,Invertebrates,Mollusks,FT,NA,Fusconaia burkei
florida,Crocodylus acutus,Reptiles,Crocodilians,FT,NA,Crocodylus acutus
florida,Nerodia clarkii,Reptiles,Snakes,FT,NA,Nerodia clarkii
florida,Plestiodon egregius,Reptiles,Lizards,FT,NA,Plestiodon egregius
florida,Drymarchon corais,Reptiles,Snakes,FT,NA,Drymarchon corais
florida,Plestiodon reynoldsi,Reptiles,Lizards,FT,NA,Plestiodon reynoldsi
florida,Leptotes cassius,Invertebrates,Insects,FT(S/A),NA,Leptotes cassius
florida,Hemiargus ceraunus,Invertebrates,Insects,FT(S/A),NA,Hemiargus ceraunus
florida,Cyclargus ammon,Invertebrates,Insects,FT(S/A),NA,Cyclargus ammon
florida,Alligator mississippiensis,Reptiles,Crocodilians,FT(S/A),NA,Alligator mississippiensis
florida,Grus americana,Birds,NA,FXN,NA,Grus americana
arizona,Cimicifuga arizonica,Plants,NA,HS,NA,Actaea arizonica
arizona,Agave arizonica,Plants,NA,HS,NA,Agave arizonica
arizona,Agave delamateri,Plants,NA,HS,NA,Agave delamateri
arizona,Agave murpheyi,Plants,NA,HS,NA,Agave murpheyi
arizona,Allium gooddingii,Plants,NA,HS,NA,Allium gooddingii
arizona,Amoreuxia gonzalezii,Plants,NA,HS,NA,Cochlospermum gonzalezii
arizona,Amsonia kearneyana,Plants,NA,HS,NA,Amsonia kearneyana
arizona,Astragalus cremnophylax,Plants,NA,HS,NA,Astragalus cremnophylax
arizona,Astragalus holmgreniorum,Plants,NA,HS,NA,Astragalus holmgreniorum
arizona,Carex specuicola,Plants,NA,HS,NA,Carex specuicola
arizona,Clematis hirsutissima,Plants,NA,HS,NA,Clematis hirsutissima
arizona,Coryphantha scheeri,Plants,NA,HS,NA,Coryphantha robustispina
arizona,Cypripedium calceolus,Plants,NA,HS,NA,Cypripedium calceolus
arizona,Dalea tentaculoides,Plants,NA,HS,NA,Dalea tentaculoides
arizona,Echinocactus horizonthalonius,Plants,NA,HS,NA,Echinocactus horizonthalonius
arizona,Echinocereus triglochidiatus,Plants,NA,HS,NA,Echinocereus triglochidiatus
arizona,Erigeron lemmonii,Plants,NA,HS,NA,Erigeron lemmonii
arizona,Coryphantha robbinsiorum,Plants,NA,HS,NA,Escobaria robbinsorum
arizona,Hexalectris warnockii,Plants,NA,HS,NA,Hexalectris warnockii
arizona,Lilaeopsis schaffneriana,Plants,NA,HS,NA,Lilaeopsis schaffneriana
arizona,Senecio franciscanus,Plants,NA,HS,NA,Packera franciscana
arizona,Pediocactus bradyi,Plants,NA,HS,NA,Pediocactus bradyi
arizona,Pediocactus paradinei,Plants,NA,HS,NA,Pediocactus paradinei
arizona,Pediocactus peeblesianus,Plants,NA,HS,NA,Pediocactus peeblesianus
arizona,Pediocactus sileri,Plants,NA,HS,NA,Pediocactus sileri
arizona,Penstemon discolor,Plants,NA,HS,NA,Penstemon discolor
arizona,Pholisma arenarium,Plants,NA,HS,NA,Pholisma arenarium
arizona,Pholisma sonorae,Plants,NA,HS,NA,Pholisma sonorae
arizona,Psilotum nudum,Plants,NA,HS,NA,Psilotum nudum
arizona,Puccinellia parishii,Plants,NA,HS,NA,Puccinellia parishii
arizona,Purshia subintegra,Plants,NA,HS,NA,Purshia subintegra
arizona,Rumex orthoneurus,Plants,NA,HS,NA,Rumex orthoneurus
arizona,Senecio huachucanus,Plants,NA,HS,NA,Senecio multidentatus
arizona,Spiranthes delitescens,Plants,NA,HS,NA,Spiranthes delitescens
arizona,Agave parviflora,Plants,NA,"HS, SR",NA,Agave parviflora
arizona,Agave schottii,Plants,NA,"HS, SR",NA,Agave schottii
arizona,Carnegia gigantea,Plants,NA,"HS, SR",NA,Carnegiea gigantea
arizona,Coryphantha recurvata,Plants,NA,"HS, SR",NA,Coryphantha recurvata
tennessee,Desmognathus abditus,Amphibians,Salamanders,INOM,NA,Desmognathus abditus
tennessee,Desmognathus aeneus,Amphibians,Salamanders,INOM,NA,Desmognathus aeneus
tennessee,Desmognathus welteri,Amphibians,Salamanders,INOM,NA,Desmognathus welteri
tennessee,Desmognathus wrighti,Amphibians,Salamanders,INOM,NA,Desmognathus wrighti
tennessee,Eurycea junaluska,Amphibians,Salamanders,INOM,NA,Eurycea junaluska
tennessee,Hemidactylium scutatum,Amphibians,Salamanders,INOM,NA,Hemidactylium scutatum
tennessee,Plethodon wehrlei,Amphibians,Salamanders,INOM,NA,Plethodon wehrlei
tennessee,Plethodon welleri,Amphibians,Salamanders,INOM,NA,Plethodon welleri
tennessee,Aquila chrysaetos,Birds,NA,INOM,NA,Aquila chrysaetos
tennessee,Egretta caerulea,Birds,NA,INOM,NA,Egretta caerulea
tennessee,Hylocichla mustelina,Birds,NA,INOM,NA,Hylocichla mustelina
tennessee,Ixobrychus exilis,Birds,NA,INOM,NA,Ixobrychus exilis
tennessee,Lanius ludovicianus,Birds,NA,INOM,NA,Lanius ludovicianus
tennessee,Limnothlypis swainsonii,Birds,NA,INOM,NA,Limnothlypis swainsonii
tennessee,Nycticorax nycticorax,Birds,NA,INOM,NA,Nycticorax nycticorax
tennessee,Rallus elegans,Birds,NA,INOM,NA,Rallus elegans
tennessee,Setophaga cerulea,Birds,NA,INOM,NA,Setophaga cerulea
tennessee,Thryomanes bewickii,Birds,NA,INOM,NA,Thryomanes bewickii
tennessee,Ammocrypta beanii,Fish,NA,INOM,NA,Ammocrypta beanii
tennessee,Ammocrypta vivax,Fish,NA,INOM,NA,Ammocrypta vivax
tennessee,Anguilla rostrata,Fish,NA,INOM,NA,Anguilla rostrata
tennessee,Atractosteus spatula,Fish,NA,INOM,NA,Atractosteus spatula
tennessee,Carpiodes velifer,Fish,NA,INOM,NA,Carpiodes velifer
tennessee,Chrosomus tennesseensis,Fish,NA,INOM,NA,Chrosomus tennesseensis
tennessee,Chrosomus sp,Fish,NA,INOM,NA,Chrosomus sp
tennessee,Clinostomus funduloides,Fish,NA,INOM,NA,Clinostomus funduloides
tennessee,Etheostoma baileyi,Fish,NA,INOM,NA,Etheostoma baileyi
tennessee,Etheostoma barbouri,Fish,NA,INOM,NA,Etheostoma barbouri
tennessee,Etheostoma barrenense,Fish,NA,INOM,NA,Etheostoma barrenense
tennessee,Etheostoma bellum,Fish,NA,INOM,NA,Etheostoma bellum
tennessee,Etheostoma cervus,Fish,NA,INOM,NA,Etheostoma cervus
tennessee,Etheostoma denoncourti,Fish,NA,INOM,NA,Etheostoma denoncourti
tennessee,Etheostoma luteovinctum,Fish,NA,INOM,NA,Etheostoma luteovinctum
tennessee,Etheostoma microlepidum,Fish,NA,INOM,NA,Nothonotus microlepidus
tennessee,Etheostoma neopterum,Fish,NA,INOM,NA,Etheostoma neopterum
tennessee,Etheostoma olivaceum,Fish,NA,INOM,NA,Etheostoma olivaceum
tennessee,Etheostoma pyrrhogaster,Fish,NA,INOM,NA,Etheostoma pyrrhogaster
tennessee,Etheostoma sagitta,Fish,NA,INOM,NA,Etheostoma sagitta
tennessee,Etheostoma tippecanoe,Fish,NA,INOM,NA,Etheostoma tippecanoe
tennessee,Etheostoma tuscumbia,Fish,NA,INOM,NA,Etheostoma tuscumbia
tennessee,Etheostoma vulneratum,Fish,NA,INOM,NA,Etheostoma vulneratum
tennessee,Fundulus chrysotus,Fish,NA,INOM,NA,Fundulus chrysotus
tennessee,Hemitremia flammea,Fish,NA,INOM,NA,Hemitremia flammea
tennessee,Hybognathus placitus,Fish,NA,INOM,NA,Hybognathus placitus
tennessee,Hybopsis lineapunctata,Fish,NA,INOM,NA,Hybopsis lineapunctata
tennessee,Ichthyomyzon gagei,Fish,NA,INOM,NA,Ichthyomyzon gagei
tennessee,Ichthyomyzon unicuspis,Fish,NA,INOM,NA,Ichthyomyzon unicuspis
tennessee,Macrhybopsis gelida,Fish,NA,INOM,NA,Macrhybopsis gelida
tennessee,Macrhybopsis meeki,Fish,NA,INOM,NA,Macrhybopsis meeki
tennessee,Notropis chrosomus,Fish,NA,INOM,NA,Notropis chrosomus
tennessee,Notropis dorsalis,Fish,NA,INOM,NA,Notropis dorsalis
tennessee,Notropis rupestris,Fish,NA,INOM,NA,Notropis rupestris
tennessee,Noturus gladiator,Fish,NA,INOM,NA,Noturus gladiator
tennessee,Percina aurantiaca,Fish,NA,INOM,NA,Percina aurantiaca
tennessee,Percina burtoni,Fish,NA,INOM,NA,Percina burtoni
tennessee,Percina phoxocephala,Fish,NA,INOM,NA,Percina phoxocephala
tennessee,Percina squamata,Fish,NA,INOM,NA,Percina squamata
tennessee,Percina stictogaster,Fish,NA,INOM,NA,Percina stictogaster
tennessee,Phenacobius catostomus,Fish,NA,INOM,NA,Phenacobius catostomus
tennessee,Thoburnia atripinnis,Fish,NA,INOM,NA,Thoburnia atripinnis
tennessee,Typhlichthys subterraneus,Fish,NA,INOM,NA,Typhlichthys subterraneus
tennessee,Barbicambarus cornutus,Invertebrates,Crustaceans,INOM,NA,Barbicambarus cornutus
tennessee,Cambarus clivosus,Invertebrates,Crustaceans,INOM,NA,Cambarus clivosus
tennessee,Cambarus hamulatus,Invertebrates,Crustaceans,INOM,NA,Cambarus hamulatus
tennessee,Cambarus jezerinaci,Invertebrates,Crustaceans,INOM,NA,Cambarus jezerinaci
tennessee,Cambarus andersoni,Invertebrates,Crustaceans,INOM,NA,Cambarus andersoni
tennessee,Faxonius alabamensis,Invertebrates,Crustaceans,INOM,NA,Orconectes alabamensis
tennessee,Faxonius barrenensis,Invertebrates,Crustaceans,INOM,NA,Faxonius barrenensis
tennessee,Orconectes barri,Invertebrates,Crustaceans,INOM,NA,Orconectes barri
tennessee,Orconectes pellucidus,Invertebrates,Crustaceans,INOM,NA,Orconectes pellucidus
tennessee,Condylura cristata,Mammals,NA,INOM,NA,Condylura cristata
tennessee,Corynorhinus rafinesquii,Mammals,NA,INOM,NA,Corynorhinus rafinesquii
tennessee,Microtus chrotorrhinus,Mammals,NA,INOM,NA,Microtus chrotorrhinus
tennessee,Myotis leibii,Mammals,NA,INOM,NA,Myotis leibii
tennessee,Neotoma floridana,Mammals,NA,INOM,NA,Neotoma floridana
tennessee,Neotoma magister,Mammals,NA,INOM,NA,Neotoma magister
tennessee,Parascalops breweri,Mammals,NA,INOM,NA,Parascalops breweri
tennessee,Sorex dispar,Mammals,NA,INOM,NA,Sorex dispar
tennessee,Sorex palustris,Mammals,NA,INOM,NA,Sorex palustris
tennessee,Synaptomys cooperi,Mammals,NA,INOM,NA,Synaptomys cooperi
tennessee,Nerodia cyclopion,Reptiles,Snakes,INOM,NA,Nerodia cyclopion
tennessee,Ophisaurus attenuatus,Reptiles,Lizards,INOM,NA,Ophisaurus attenuatus
tennessee,Plestiodon anthracinus,Reptiles,Lizards,INOM,NA,Plestiodon anthracinus
