"","species","category","kingdom","phylum","class","order","family","genus","main_common_name","population_trend","marine_system","freshwater_system","terrestrial_system","state","acceptedName"
"861","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"maine","Caretta caretta"
"862","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"maryland","Caretta caretta"
"863","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"massachusetts","Caretta caretta"
"864","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"mississippi","Caretta caretta"
"865","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"new jersey","Caretta caretta"
"866","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"new york","Caretta caretta"
"867","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"north carolina","Caretta caretta"
"868","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"oregon","Caretta caretta"
"869","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"rhode island","Caretta caretta"
"870","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"south carolina","Caretta caretta"
"871","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"texas","Caretta caretta"
"872","Caretta caretta","VU","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Caretta","Loggerhead Turtle","Decreasing",TRUE,FALSE,TRUE,"virginia","Caretta caretta"
"873","Carex kauaiensis","EN","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","POALES","CYPERACEAE","Carex",NA,"Decreasing",FALSE,TRUE,TRUE,"hawaii","Carex kauaiensis"
"874","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"alabama","Castanea dentata"
"875","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"connecticut","Castanea dentata"
"876","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"delaware","Castanea dentata"
"877","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"florida","Castanea dentata"
"878","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"georgia","Castanea dentata"
"879","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"illinois","Castanea dentata"
"880","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"indiana","Castanea dentata"
"881","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"iowa","Castanea dentata"
"882","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"kentucky","Castanea dentata"
"883","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"maine","Castanea dentata"
"884","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"maryland","Castanea dentata"
"885","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"massachusetts","Castanea dentata"
"886","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"michigan","Castanea dentata"
"887","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"mississippi","Castanea dentata"
"888","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"missouri","Castanea dentata"
"889","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"new hampshire","Castanea dentata"
"890","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"new jersey","Castanea dentata"
"891","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"new york","Castanea dentata"
"892","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"north carolina","Castanea dentata"
"893","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"ohio","Castanea dentata"
"894","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"pennsylvania","Castanea dentata"
"895","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"rhode island","Castanea dentata"
"896","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"south carolina","Castanea dentata"
"897","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"tennessee","Castanea dentata"
"898","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"vermont","Castanea dentata"
"899","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"virginia","Castanea dentata"
"900","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"west virginia","Castanea dentata"
"901","Castanea dentata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE","Castanea","American Chestnut","Decreasing",FALSE,FALSE,TRUE,"wisconsin","Castanea dentata"
"902","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"connecticut","Catharus bicknelli"
"903","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"delaware","Catharus bicknelli"
"904","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"georgia","Catharus bicknelli"
"905","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"maine","Catharus bicknelli"
"906","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"maryland","Catharus bicknelli"
"907","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"massachusetts","Catharus bicknelli"
"908","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"new hampshire","Catharus bicknelli"
"909","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"new jersey","Catharus bicknelli"
"910","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"new york","Catharus bicknelli"
"911","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"north carolina","Catharus bicknelli"
"912","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"pennsylvania","Catharus bicknelli"
"913","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"rhode island","Catharus bicknelli"
"914","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"south carolina","Catharus bicknelli"
"915","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"vermont","Catharus bicknelli"
"916","Catharus bicknelli","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Bicknell's Thrush","Decreasing",FALSE,FALSE,TRUE,"virginia","Catharus bicknelli"
"917","Catostomus santaanae","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CATOSTOMIDAE","Catostomus","Santa Ana Sucker","Decreasing",FALSE,TRUE,FALSE,"california","Catostomus santaanae"
"918","Catostomus warnerensis","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CATOSTOMIDAE","Catostomus","Warner Sucker","Unknown",FALSE,TRUE,FALSE,"nevada","Catostomus warnerensis"
"919","Catostomus warnerensis","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CATOSTOMIDAE","Catostomus","Warner Sucker","Unknown",FALSE,TRUE,FALSE,"oregon","Catostomus warnerensis"
"920","Celtis lindheimeri","VU","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","CANNABACEAE","Celtis","Lindheimer Hackberry",NA,FALSE,FALSE,TRUE,"texas","Celtis lindheimeri"
"921","Cenchrus agrimonioides","EN","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","POALES","POACEAE","Cenchrus",NA,"Increasing",FALSE,FALSE,TRUE,"hawaii","Cenchrus agrimonioides"
"922","Centaurium sebaeoides","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","GENTIANACEAE","Centaurium",NA,"Unknown",FALSE,FALSE,TRUE,"hawaii","Schenkia sebaeoides"
"923","Centrocercus minimus","EN","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Centrocercus","Gunnison Grouse","Decreasing",FALSE,FALSE,TRUE,"arizona","Centrocercus minimus"
"924","Centrocercus minimus","EN","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Centrocercus","Gunnison Grouse","Decreasing",FALSE,FALSE,TRUE,"colorado","Centrocercus minimus"
"925","Centrocercus minimus","EN","ANIMALIA","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE","Centrocercus","Gunnison Grouse","Decreasing",FALSE,FALSE,TRUE,"utah","Centrocercus minimus"
"926","Centroscymnus owstonii","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Centroscymnus","Roughskin Dogfish","Unknown",TRUE,FALSE,FALSE,"florida","Centroscymnus owstonii"
"927","Centroscymnus owstonii","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Centroscymnus","Roughskin Dogfish","Unknown",TRUE,FALSE,FALSE,"alabama","Centroscymnus owstonii"
"928","Centroscymnus owstonii","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Centroscymnus","Roughskin Dogfish","Unknown",TRUE,FALSE,FALSE,"mississippi","Centroscymnus owstonii"
"929","Centroscymnus owstonii","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Centroscymnus","Roughskin Dogfish","Unknown",TRUE,FALSE,FALSE,"texas","Centroscymnus owstonii"
"930","Centroscymnus owstonii","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Centroscymnus","Roughskin Dogfish","Unknown",TRUE,FALSE,FALSE,"louisiana","Centroscymnus owstonii"
"931","Cercocarpus traskiae","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","ROSACEAE","Cercocarpus","Catalina Mahogany",NA,FALSE,FALSE,TRUE,"california","Cercocarpus traskiae"
"932","Cetorhinus maximus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","CETORHINIDAE","Cetorhinus","Basking Shark","Decreasing",TRUE,FALSE,FALSE,"florida","Cetorhinus maximus"
"933","Cetradonia linearis","VU","FUNGI","ASCOMYCOTA","LECANOROMYCETES","LECANORALES","CLADONIACEAE","Cetradonia","Rock Gnome Lichen","Decreasing",FALSE,TRUE,TRUE,"georgia","Cetradonia linearis"
"934","Cetradonia linearis","VU","FUNGI","ASCOMYCOTA","LECANOROMYCETES","LECANORALES","CLADONIACEAE","Cetradonia","Rock Gnome Lichen","Decreasing",FALSE,TRUE,TRUE,"north carolina","Cetradonia linearis"
"935","Cetradonia linearis","VU","FUNGI","ASCOMYCOTA","LECANOROMYCETES","LECANORALES","CLADONIACEAE","Cetradonia","Rock Gnome Lichen","Decreasing",FALSE,TRUE,TRUE,"south carolina","Cetradonia linearis"
"936","Cetradonia linearis","VU","FUNGI","ASCOMYCOTA","LECANOROMYCETES","LECANORALES","CLADONIACEAE","Cetradonia","Rock Gnome Lichen","Decreasing",FALSE,TRUE,TRUE,"tennessee","Cetradonia linearis"
"937","Cetradonia linearis","VU","FUNGI","ASCOMYCOTA","LECANOROMYCETES","LECANORALES","CLADONIACEAE","Cetradonia","Rock Gnome Lichen","Decreasing",FALSE,TRUE,TRUE,"virginia","Cetradonia linearis"
"938","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"alabama","Chaetura pelagica"
"939","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"arkansas","Chaetura pelagica"
"940","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"california","Chaetura pelagica"
"941","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"colorado","Chaetura pelagica"
"942","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"connecticut","Chaetura pelagica"
"943","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"delaware","Chaetura pelagica"
"944","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"florida","Chaetura pelagica"
"945","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"georgia","Chaetura pelagica"
"946","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"illinois","Chaetura pelagica"
"947","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"indiana","Chaetura pelagica"
"948","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"iowa","Chaetura pelagica"
"949","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"kansas","Chaetura pelagica"
"950","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"kentucky","Chaetura pelagica"
"951","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"louisiana","Chaetura pelagica"
"952","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"maine","Chaetura pelagica"
"953","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"maryland","Chaetura pelagica"
"954","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"massachusetts","Chaetura pelagica"
"955","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"michigan","Chaetura pelagica"
"956","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"minnesota","Chaetura pelagica"
"957","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"mississippi","Chaetura pelagica"
"958","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"missouri","Chaetura pelagica"
"959","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"montana","Chaetura pelagica"
"960","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"nebraska","Chaetura pelagica"
"961","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"new hampshire","Chaetura pelagica"
"962","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"new jersey","Chaetura pelagica"
"963","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"new mexico","Chaetura pelagica"
"964","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"new york","Chaetura pelagica"
"965","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"north carolina","Chaetura pelagica"
"966","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"north dakota","Chaetura pelagica"
"967","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"ohio","Chaetura pelagica"
"968","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"oklahoma","Chaetura pelagica"
"969","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"pennsylvania","Chaetura pelagica"
"970","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"rhode island","Chaetura pelagica"
"971","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"south carolina","Chaetura pelagica"
"972","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"south dakota","Chaetura pelagica"
"973","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"tennessee","Chaetura pelagica"
"974","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"texas","Chaetura pelagica"
"975","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"vermont","Chaetura pelagica"
"976","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"virginia","Chaetura pelagica"
"977","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"west virginia","Chaetura pelagica"
"978","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"wisconsin","Chaetura pelagica"
"979","Chaetura pelagica","VU","ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Chimney Swift","Decreasing",FALSE,FALSE,TRUE,"wyoming","Chaetura pelagica"
"980","Charpentiera densiflora","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AMARANTHACEAE","Charpentiera","Dense-flowered Charpentiera","Decreasing",FALSE,FALSE,TRUE,"hawaii","Charpentiera densiflora"
"981","Charpentiera elliptica","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AMARANTHACEAE","Charpentiera",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Charpentiera elliptica"
"982","Chasiempis ibidis","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","MONARCHIDAE","Chasiempis","Oahu Elepaio","Decreasing",FALSE,FALSE,TRUE,"hawaii","Chasiempis ibidis"
"983","Chasiempis sandwichensis","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","MONARCHIDAE","Chasiempis","Hawaii Elepaio","Decreasing",FALSE,FALSE,TRUE,"hawaii","Chasiempis sandwichensis"
"984","Chasiempis sclateri","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","MONARCHIDAE","Chasiempis","Kauai Elepaio","Increasing",FALSE,FALSE,TRUE,"hawaii","Chasiempis sclateri"
"985","Chasmistes brevirostris","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CATOSTOMIDAE","Chasmistes","Shortnose Sucker","Decreasing",FALSE,TRUE,FALSE,"california","Chasmistes brevirostris"
"986","Chasmistes brevirostris","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CATOSTOMIDAE","Chasmistes","Shortnose Sucker","Decreasing",FALSE,TRUE,FALSE,"oregon","Chasmistes brevirostris"
