"","species","category","kingdom","phylum","class","order","family","genus","main_common_name","population_trend","marine_system","freshwater_system","terrestrial_system","state","acceptedName"
"2787","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"california","Myotis lucifugus"
"2788","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"colorado","Myotis lucifugus"
"2789","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"connecticut","Myotis lucifugus"
"2790","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"delaware","Myotis lucifugus"
"2791","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"florida","Myotis lucifugus"
"2792","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"georgia","Myotis lucifugus"
"2793","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"idaho","Myotis lucifugus"
"2794","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"illinois","Myotis lucifugus"
"2795","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"indiana","Myotis lucifugus"
"2796","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"iowa","Myotis lucifugus"
"2797","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"kansas","Myotis lucifugus"
"2798","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"kentucky","Myotis lucifugus"
"2799","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"maine","Myotis lucifugus"
"2800","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"maryland","Myotis lucifugus"
"2801","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"massachusetts","Myotis lucifugus"
"2802","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"michigan","Myotis lucifugus"
"2803","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"minnesota","Myotis lucifugus"
"2804","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"mississippi","Myotis lucifugus"
"2805","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"missouri","Myotis lucifugus"
"2806","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"montana","Myotis lucifugus"
"2807","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"nebraska","Myotis lucifugus"
"2808","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"nevada","Myotis lucifugus"
"2809","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"new hampshire","Myotis lucifugus"
"2810","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"new jersey","Myotis lucifugus"
"2811","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"new mexico","Myotis lucifugus"
"2812","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"new york","Myotis lucifugus"
"2813","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"north carolina","Myotis lucifugus"
"2814","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"north dakota","Myotis lucifugus"
"2815","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"ohio","Myotis lucifugus"
"2816","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"oklahoma","Myotis lucifugus"
"2817","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"oregon","Myotis lucifugus"
"2818","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"pennsylvania","Myotis lucifugus"
"2819","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"rhode island","Myotis lucifugus"
"2820","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"south carolina","Myotis lucifugus"
"2821","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"south dakota","Myotis lucifugus"
"2822","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"tennessee","Myotis lucifugus"
"2823","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"utah","Myotis lucifugus"
"2824","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"vermont","Myotis lucifugus"
"2825","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"virginia","Myotis lucifugus"
"2826","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"washington","Myotis lucifugus"
"2827","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"west virginia","Myotis lucifugus"
"2828","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"wisconsin","Myotis lucifugus"
"2829","Myotis lucifugus","EN","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","Decreasing",FALSE,FALSE,TRUE,"wyoming","Myotis lucifugus"
"2830","Myrmica colax","VU","ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","FORMICIDAE","Myrmica",NA,NA,FALSE,FALSE,TRUE,"texas","Myrmica colax"
"2831","Myrsine degeneri","VU","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","PRIMULALES","MYRSINACEAE","Myrsine",NA,NA,FALSE,FALSE,TRUE,"hawaii","Myrsine degeneri"
"2832","Myrsine fosbergii","VU","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","PRIMULALES","MYRSINACEAE","Myrsine",NA,NA,FALSE,FALSE,TRUE,"hawaii","Myrsine fosbergii"
"2833","Myrsine juddii","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","PRIMULALES","MYRSINACEAE","Myrsine",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Myrsine juddii"
"2834","Myrsine knudsenii","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","PRIMULALES","MYRSINACEAE","Myrsine",NA,NA,FALSE,FALSE,TRUE,"hawaii","Myrsine knudsenii"
"2835","Myrsine linearifolia","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","PRIMULALES","MYRSINACEAE","Myrsine",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Myrsine linearifolia"
"2836","Myrsine mezii","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","PRIMULALES","MYRSINACEAE","Myrsine",NA,NA,FALSE,FALSE,TRUE,"hawaii","Myrsine mezii"
"2837","Myrsine petiolata","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","PRIMULALES","MYRSINACEAE","Myrsine",NA,NA,FALSE,FALSE,TRUE,"hawaii","Myrsine petiolata"
"2838","Necturus alabamensis","EN","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PROTEIDAE","Necturus","Alabama Waterdog","Decreasing",FALSE,TRUE,FALSE,"alabama","Necturus alabamensis"
"2839","Nemapalpus nearcticus","EN","ANIMALIA","ARTHROPODA","INSECTA","DIPTERA","PSYCHODIDAE","Nemapalpus","Sugarfoot Moth Fly",NA,FALSE,FALSE,TRUE,"florida","Nemopalpus nearcticus"
"2840","Neomonachus schauinslandi","EN","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PHOCIDAE","Neomonachus","Hawaiian Monk Seal","Decreasing",TRUE,FALSE,TRUE,"hawaii","Monachus schauinslandi"
"2841","Neotamias palmeri","EN","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","Palmer's Chipmunk","Decreasing",FALSE,FALSE,TRUE,"nevada","Neotamias palmeri"
"2842","Neraudia angulata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Neraudia",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Neraudia angulata"
"2843","Neraudia kauaiensis","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Neraudia",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Neraudia kauaiensis"
"2844","Neraudia melastomifolia","VU","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Neraudia",NA,NA,FALSE,FALSE,TRUE,"hawaii","Neraudia melastomifolia"
