species,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,maine
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,maryland
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,massachusetts
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,new hampshire
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,new jersey
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,new york
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,north carolina
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,pennsylvania
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,rhode island
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,south carolina
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,vermont
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,virginia
Alasmidonta varicosa,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Brook Floater,Decreasing,FALSE,TRUE,FALSE,west virginia
Albula glossodonta,ANIMALIA,CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,Shortjaw Bonefish,Decreasing,TRUE,FALSE,FALSE,hawaii
Alectryon macrococcus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Alectryon,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Alectryon macrococcus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Alectryon,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Alectryon macrococcus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Alectryon,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Allocrangonyx hubrichti,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Allocrangonyx,Central Missouri Cave Amphipod,NA,FALSE,TRUE,FALSE,arkansas
Allocrangonyx hubrichti,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Allocrangonyx,Central Missouri Cave Amphipod,NA,FALSE,TRUE,FALSE,missouri
Allocrangonyx pellucidus,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Allocrangonyx,Oklahoma Cave Amphipod,NA,FALSE,TRUE,FALSE,oklahoma
Alnus maritima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Alnus,Seaside Alder,Stable,FALSE,TRUE,TRUE,delaware
Alnus maritima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Alnus,Seaside Alder,Stable,FALSE,TRUE,TRUE,georgia
Alnus maritima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Alnus,Seaside Alder,Stable,FALSE,TRUE,TRUE,maryland
Alnus maritima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Alnus,Seaside Alder,Stable,FALSE,TRUE,TRUE,oklahoma
Alopias pelagicus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,Pelagic Thresher,Decreasing,TRUE,FALSE,FALSE,california
Alopias superciliosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,Bigeye Thresher,Decreasing,TRUE,FALSE,FALSE,florida
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,connecticut
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,delaware
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,district of columbia
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,florida
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,georgia
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,maine
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,maryland
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,massachusetts
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,new hampshire
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,new jersey
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,new york
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,north carolina
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,pennsylvania
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,rhode island
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,south carolina
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,vermont
Alosa aestivalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Blueback Herring,Decreasing,TRUE,TRUE,FALSE,virginia
Alphitonia ponderosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Alphitonia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Alsinidendron lychnoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Alsinidendron,NA,Unknown,FALSE,FALSE,TRUE,hawaii
Alsinidendron lychnoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Alsinidendron,NA,Unknown,FALSE,FALSE,TRUE,hawaii
Alsinidendron obovatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Alsinidendron,NA,NA,FALSE,FALSE,TRUE,hawaii
Alsinidendron trinerve,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Alsinidendron,Three Nerved Alsinidendron,Decreasing,FALSE,FALSE,TRUE,hawaii
Alsinidendron viscosum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Alsinidendron,Climbing Alsinidendron,Decreasing,FALSE,FALSE,TRUE,hawaii
Alsinidendron viscosum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Alsinidendron,Climbing Alsinidendron,Decreasing,FALSE,FALSE,TRUE,hawaii
Amanita morrisii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,Morris' Amanita,Decreasing,FALSE,FALSE,TRUE,maine
Amanita morrisii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,Morris' Amanita,Decreasing,FALSE,FALSE,TRUE,new jersey
Amanita morrisii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,Morris' Amanita,Decreasing,FALSE,FALSE,TRUE,massachusetts
Amanita morrisii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,Morris' Amanita,Decreasing,FALSE,FALSE,TRUE,new hampshire
Amanita morrisii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,Morris' Amanita,Decreasing,FALSE,FALSE,TRUE,new york
Amanita ristichii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,Ristich's Little Caesar,Decreasing,FALSE,FALSE,TRUE,maine
Amanita ristichii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,Ristich's Little Caesar,Decreasing,FALSE,FALSE,TRUE,new hampshire
Amastra cylindrica,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,NA,NA,FALSE,FALSE,TRUE,hawaii
Amastra micans,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,NA,NA,FALSE,FALSE,TRUE,hawaii
Amastra rubens,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,NA,NA,FALSE,FALSE,TRUE,hawaii
Amastra spirizona,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,NA,NA,FALSE,FALSE,TRUE,hawaii
Amazona viridigenalis,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Red-crowned Amazon,Decreasing,FALSE,FALSE,TRUE,california
Amazona viridigenalis,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Red-crowned Amazon,Decreasing,FALSE,FALSE,TRUE,florida
Amazona viridigenalis,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Red-crowned Amazon,Decreasing,FALSE,FALSE,TRUE,hawaii
Amazona viridigenalis,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Red-crowned Amazon,Decreasing,FALSE,FALSE,TRUE,texas
Amblema neislerii,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Amblema,Fat Threeridge,NA,FALSE,TRUE,FALSE,florida
Amblema neislerii,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Amblema,Fat Threeridge,NA,FALSE,TRUE,FALSE,georgia
Amblyraja radiata,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Amblyraja,Thorny Skate,Decreasing,TRUE,FALSE,FALSE,maryland
Ambystoma bishopi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Reticulated Flatwoods Salamander,Decreasing,FALSE,TRUE,TRUE,alabama
Ambystoma bishopi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Reticulated Flatwoods Salamander,Decreasing,FALSE,TRUE,TRUE,florida
Ambystoma bishopi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Reticulated Flatwoods Salamander,Decreasing,FALSE,TRUE,TRUE,georgia
Ambystoma californiense,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,California Tiger Salamander,Decreasing,FALSE,TRUE,TRUE,california
Ambystoma cingulatum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Frosted Flatwoods Salamander,Decreasing,FALSE,TRUE,TRUE,florida
Ambystoma cingulatum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Frosted Flatwoods Salamander,Decreasing,FALSE,TRUE,TRUE,georgia
Ambystoma cingulatum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Frosted Flatwoods Salamander,Decreasing,FALSE,TRUE,TRUE,south carolina
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,arkansas
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,illinois
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,indiana
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,iowa
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,kentucky
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,louisiana
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,minnesota
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,mississippi
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,missouri
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,oklahoma
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,tennessee
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,texas
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,virginia
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,west virginia
Ammocrypta clara,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Ammocrypta,Western Sand Darter,Decreasing,FALSE,TRUE,FALSE,wisconsin
Ammonitella yatesii,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,MEGOMPHICIDAE,Ammonitella,Tight Coin,NA,FALSE,FALSE,TRUE,california
Ammopelmatus kelsoensis,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,STENOPELMATIDAE,Ammopelmatus,Kelso Jerusalem Cricket,NA,FALSE,FALSE,TRUE,california
Ammopelmatus muwu,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,STENOPELMATIDAE,Ammopelmatus,Port Conception Jerusalem Cricket,NA,FALSE,FALSE,TRUE,california
Ammospermophilus nelsoni,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ammospermophilus,Nelson's Antelope Squirrel,Decreasing,FALSE,FALSE,TRUE,california
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,connecticut
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,delaware
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,florida
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,georgia
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,maine
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,maryland
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,massachusetts
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,new hampshire
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,new jersey
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,new york
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,north carolina
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,pennsylvania
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,rhode island
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,south carolina
Ammospiza caudacuta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Ammospiza,Saltmarsh Sparrow,Decreasing,FALSE,FALSE,TRUE,virginia
Ammotragus lervia,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammotragus,Aoudad,Decreasing,FALSE,FALSE,TRUE,arizona
Ammotragus lervia,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammotragus,Aoudad,Decreasing,FALSE,FALSE,TRUE,california
Ammotragus lervia,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammotragus,Aoudad,Decreasing,FALSE,FALSE,TRUE,navajo nation
Ammotragus lervia,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammotragus,Aoudad,Decreasing,FALSE,FALSE,TRUE,new mexico
Ammotragus lervia,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammotragus,Aoudad,Decreasing,FALSE,FALSE,TRUE,texas
Amnicola cora,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,AMNICOLIDAE,Amnicola,NA,Decreasing,FALSE,TRUE,FALSE,arkansas
Amnicola stygius,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,AMNICOLIDAE,Amnicola,Stygian Amnicola,Unknown,FALSE,TRUE,FALSE,missouri
Amorpha crenulata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Amorpha,Clusterspike False Indigo,Decreasing,FALSE,FALSE,TRUE,florida
Amorpha ouachitensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Amorpha,Ouachita False Indigo,Decreasing,FALSE,FALSE,TRUE,arkansas
Amorpha ouachitensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Amorpha,Ouachita False Indigo,Decreasing,FALSE,FALSE,TRUE,oklahoma
Anas laysanensis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,Laysan Duck,Increasing,TRUE,TRUE,TRUE,hawaii
Anas wyvilliana,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,Hawaiian Duck,Decreasing,TRUE,TRUE,TRUE,hawaii
Anaxyrus californicus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,Arroyo Toad,Decreasing,FALSE,TRUE,TRUE,california
Anaxyrus canorus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,Yosemite Park Toad,Decreasing,FALSE,TRUE,TRUE,california
Anaxyrus exsul,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,Black Toad,Stable,FALSE,TRUE,TRUE,california
Anaxyrus houstonensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,Houston Toad,Decreasing,FALSE,FALSE,TRUE,texas
Anaxyrus nelsoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,NA,Decreasing,FALSE,TRUE,TRUE,nevada
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,alabama
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,arizona
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,arkansas
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,connecticut
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,delaware
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,district of columbia
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,florida
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,georgia
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,illinois
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,indiana
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,iowa
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,kansas
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,kentucky
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,louisiana
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,maine
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,maryland
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,massachusetts
Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,American Eel,Decreasing,TRUE,TRUE,FALSE,michigan
