species,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,arizona
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,arkansas
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,california
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,colorado
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,connecticut
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,delaware
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,district of columbia
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,georgia
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,idaho
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,illinois
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,indiana
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,iowa
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,kansas
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,kentucky
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,maine
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,maryland
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,massachusetts
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,michigan
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,minnesota
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,mississippi
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,missouri
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,nebraska
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,new hampshire
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,new jersey
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,new york
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,north carolina
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,north dakota
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,ohio
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,oklahoma
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,oregon
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,pennsylvania
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,rhode island
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,south carolina
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,south dakota
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,tennessee
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,utah
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,vermont
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,virginia
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,washington
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,west virginia
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,wisconsin
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,wyoming
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,connecticut
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,delaware
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,district of columbia
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,florida
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,georgia
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,illinois
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,indiana
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,maine
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,maryland
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,massachusetts
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,michigan
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,new hampshire
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,new jersey
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,new york
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,north carolina
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,ohio
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,pennsylvania
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,rhode island
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,south carolina
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,vermont
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,virginia
Clemmys guttata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,Spotted Turtle,Decreasing,FALSE,TRUE,TRUE,west virginia
Clermontia calophylla,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Lava Clermontia,Decreasing,FALSE,FALSE,TRUE,hawaii
Clermontia drepanomorpha,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Kohala Clermontia,Stable,FALSE,FALSE,TRUE,hawaii
Clermontia hawaiiensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Hawaii Clermontia,NA,FALSE,FALSE,TRUE,hawaii
Clermontia lindseyana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Unknown,FALSE,FALSE,TRUE,hawaii
Clermontia oblongifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,NA,FALSE,FALSE,TRUE,hawaii
Clermontia oblongifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,NA,FALSE,FALSE,TRUE,hawaii
Clermontia oblongifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,NA,FALSE,FALSE,TRUE,hawaii
Clermontia oblongifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,NA,FALSE,FALSE,TRUE,hawaii
Clermontia peleana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Stable,FALSE,FALSE,TRUE,hawaii
Clermontia pyrularia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Pear Clermontia,Stable,FALSE,FALSE,TRUE,hawaii
Clermontia samuelii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Clermontia samuelii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Clermontia samuelii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Clermontia tuberculata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,Haleakala Clermontia,Unknown,FALSE,FALSE,TRUE,hawaii
Clermontia waimeae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Clermontia,NA,Unknown,FALSE,FALSE,TRUE,hawaii
Cochliopa texana,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Cochliopa,Phantom Cave Snail,NA,FALSE,TRUE,FALSE,texas
Coelus globosus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Coelus,Globose Dune Beetle,NA,FALSE,FALSE,TRUE,california
Coelus gracilis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Coelus,San Joaquin Dune Beetle,NA,FALSE,FALSE,TRUE,california
Colligyrus depressus,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Colligyrus,Harney Basin Duskysnail,Unknown,FALSE,TRUE,FALSE,oregon
Colubrina oppositifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Colubrina,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Consolea corallicola,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CACTACEAE,Consolea,Florida Semaphore Cactus,Decreasing,FALSE,FALSE,TRUE,florida
Conus anabathrum,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Florida Cone,Unknown,TRUE,FALSE,FALSE,florida
Conus stearnsii,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,NA,Unknown,TRUE,FALSE,FALSE,florida
Cookeconcha contorta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENDODONTIDAE,Cookeconcha,NA,NA,FALSE,FALSE,TRUE,hawaii
Coprosma cordicarpa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Unknown,FALSE,FALSE,TRUE,hawaii
Coprosma elliptica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Coprosma kauensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Unknown,FALSE,FALSE,TRUE,hawaii
Coprosma kawaikiniensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,NA,Unknown,FALSE,FALSE,TRUE,hawaii
Corallorhiza bentleyi,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Corallorhiza,Bentley's Coralroot,Unknown,FALSE,FALSE,TRUE,virginia
Corallorhiza bentleyi,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Corallorhiza,Bentley's Coralroot,Unknown,FALSE,FALSE,TRUE,west virginia
Cordulegaster sarracenia,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTRIDAE,Cordulegaster,Sarracenia Spiketail,Decreasing,FALSE,TRUE,TRUE,louisiana
Cordulegaster sarracenia,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTRIDAE,Cordulegaster,Sarracenia Spiketail,Decreasing,FALSE,TRUE,TRUE,texas
Coregonus hoyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,illinois
Coregonus hoyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,indiana
Coregonus hoyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,michigan
Coregonus hoyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,minnesota
Coregonus hoyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,new york
Coregonus hoyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,wisconsin
Coregonus kiyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,indiana
Coregonus kiyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,michigan
Coregonus kiyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,minnesota
Coregonus kiyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,new york
Coregonus kiyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,wisconsin
Coregonus reighardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,illinois
Coregonus reighardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,indiana
Coregonus reighardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,michigan
Coregonus reighardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,new york
Coregonus reighardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,wisconsin
Coregonus zenithicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,illinois
Coregonus zenithicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,indiana
Coregonus zenithicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,michigan
Coregonus zenithicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,minnesota
Coregonus zenithicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,new york
Coregonus zenithicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,pennsylvania
Coregonus zenithicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,wisconsin
Cortinarius pavelekii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,NA,Decreasing,FALSE,FALSE,TRUE,oregon
Coryphopterus eidolon,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Pallid Goby,Unknown,TRUE,FALSE,FALSE,florida
Coryphopterus personatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Masked Goby,Unknown,TRUE,FALSE,FALSE,florida
Coryphopterus thrix,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Bartail Goby,Unknown,TRUE,FALSE,FALSE,florida
Cosmocampus balli,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,Ball's Pipefish,Unknown,TRUE,FALSE,FALSE,hawaii
Cottus extensus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Bear Lake Sculpin,Unknown,FALSE,TRUE,FALSE,idaho
Cottus extensus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Bear Lake Sculpin,Unknown,FALSE,TRUE,FALSE,utah
Cottus paulus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Pygmy Sculpin,Stable,FALSE,TRUE,FALSE,alabama
Cottus tenuis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Slender Sculpin,Unknown,FALSE,TRUE,FALSE,oregon
Crangonyx dearolfi,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Pennsylvania Cave Amphipod,NA,FALSE,TRUE,FALSE,maryland
Crangonyx dearolfi,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Pennsylvania Cave Amphipod,NA,FALSE,TRUE,FALSE,pennsylvania
Crangonyx grandimanus,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Florida Cave Amphipod,NA,FALSE,TRUE,FALSE,florida
Crangonyx hobbsi,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Hobb's Cave Amphipod,NA,FALSE,TRUE,FALSE,florida
Crematogaster pilosa,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Crematogaster,NA,NA,FALSE,FALSE,TRUE,indiana
Crenichthys baileyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Crenichthys,White River Springfish,Decreasing,FALSE,TRUE,FALSE,nevada
Crenichthys nevadae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Crenichthys,Railroad Valley Springfish,Unknown,FALSE,TRUE,FALSE,nevada
Crocodylus acutus,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Crocodylus,American Crocodile,Increasing,TRUE,TRUE,TRUE,florida
Crotaphytus reticulatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CROTAPHYTIDAE,Crotaphytus,Reticulate Collared Lizard,Decreasing,FALSE,FALSE,TRUE,texas
Cryptomastix magnidentata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Cryptomastix,Mission Creek Oregonian,NA,FALSE,FALSE,TRUE,idaho
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,alabama
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,arkansas
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,florida
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,illinois
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,indiana
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,iowa
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,louisiana
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,minnesota
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,mississippi
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,missouri
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,oklahoma
Crystallaria asprella,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,wisconsin
