state,species,taxon_general,taxon_specific,status,recorder,Use this link to get federally listed species in each state ->,https://ecos.fws.gov/ecp0/reports/species-listed-by-state-totals-report,,,,,,,,,,,,,,,,,,
California,Speyeria zerene hippolyta,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Glaucopsyche lygdamus palosverdesensis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Euphydryas editha quino,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Callophrys mossii bayensis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Euphilotes enoptes smithi,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gila bicolor ssp. snyderi,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gymnogyps californianus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pacifastacus fortis,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Coccyzus americanus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chasmistes cujus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Branchinecta conservatio,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Branchinecta longiantenna,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Streptocephalus woottoni,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Branchinecta sandiegonensis,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Branchinecta lynchi,Invertebrates,Crustaceans,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Empidonax traillii extimus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rhaphiomidas terminatus abdominalis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Vulpes macrotis mutica,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Urocyon littoralis catalinae,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rana draytonii,Amphibians,Frogs,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rana muscosa,Amphibians,Frogs,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rana muscosa,Amphibians,Frogs,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rana pretiosa,Amphibians,Frogs,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rana sierrae,Amphibians,Frogs,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Polioptila californica californica,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eucyclogobius newberryi,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Trimerotropis infantilis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dipodomys nitratoides exilis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dipodomys ingens,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dipodomys heermanni morroensis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dipodomys merriami parvus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dipodomys stephensi,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dipodomys nitratoides nitratoides,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gambelia silus,Reptiles,Lizards,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Uma inornata,Reptiles,Lizards,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Euproserpinus euterpe,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Aplodontia rufa nigra,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Perognathus longimembris pacificus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Reithrodontomys raviventris,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Brachyramphus marmoratus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Enhydra lutris nereis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Strix occidentalis caurina,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ptychocheilus lucius,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Charadrius nivosus nivosus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cyprinodon macularius,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cyprinodon radiosus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Sylvilagus bachmani riparius,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rallus longirostris obsoletus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rallus longirostris levipes,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rallus longirostris yumanensis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ambystoma californiense,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Batrachoseps aridus,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ambystoma macrodactylum croceum,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oncorhynchus tshawytscha,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oncorhynchus kisutch,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lepidochelys olivacea,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ovis canadensis nelsoni,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ovis canadensis sierrae,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Sorex ornatus relictus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lanius ludovicianus mearnsi,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Syncaris pacifica,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pseudocopaeodes eunus obscurus,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pyrgus ruralis lagunae,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Hypomesus transpacificus,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Helminthoglypta walkeriana,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Thamnophis gigas,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Thamnophis sirtalis tetrataenia,Reptiles,Snakes,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Amphispiza belli clementeae,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oncorhynchus mykiss,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gasterosteus aculeatus williamsoni,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Acipenser medirostris,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Deltistes luxatus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Xyrauchen texanus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Catostomus santaanae,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chasmistes brevirostris,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Catostomus warnerensis,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lepidurus packardi,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Sterna antillarum browni,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cicindela ohlone,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Anaxyrus californicus,Amphibians,Frogs,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Anaxyrus canorus,Amphibians,Frogs,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gopherus agassizii,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pipilo crissalis eremophilus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oncorhynchus clarkii henshawi,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oncorhynchus aguabonita whitei,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oncorhynchus clarkii seleniris,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gila bicolor ssp. mohavensis,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Vireo bellii pusillus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Microtus californicus scirpensis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Physeter catodon,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Masticophis lateralis euryxanthus,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Canis lupus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Neotoma fuscipes riparia,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Plagiobothrys strictus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Alopecurus aequalis var. sonomensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ambrosia pumila,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chlorogalum purpureum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Baccharis vanessae,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Berberis pinnata ssp. insularis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Berberis nevinii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Galium californicum ssp. sierrae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Galium buxifolium,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cordylanthus palmatus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cordylanthus tenuis ssp. capillaris,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cordylanthus maritimus ssp. maritimus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cordylanthus mollis ssp. mollis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lesquerella kingii ssp. bernardina,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Poa napensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Poa atropurpurea,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Brodiaea pallida,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Brodiaea filifolia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eriogonum ovalifolium var. vineum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eriogonum apricum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Malacothamnus clementinus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Malacothamnus fasciculatus var. nesioticus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Senecio layneae,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eryngium aristulatum var. parishii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Opuntia treleasei,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ceanothus ferrisae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ceanothus roderickii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ceanothus ophiochilus,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Sidalcea keckii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Sidalcea oregana ssp. valida,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Sidalcea pedata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Clarkia speciosa ssp. immaculata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Clarkia franciscana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Clarkia springvillensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Clarkia imbricata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Trifolium trichocalyx,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Trifolium amoenum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Verbesina dissita,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Atriplex coronata var. notatior,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cupressus goveniana ssp. goveniana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cupressus abramsiana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Erigeron parishii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya abramsii ssp. parva,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya cymosa ssp. marcescens,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya setchellii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya nesiotica,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya cymosa ssp. ovatifolia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya verityi,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Hesperolinon congestum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oenothera deltoides ssp. howellii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Camissonia benitensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Amsinckia grandiflora,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Fremontodendron mexicanum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Fremontodendron californicum ssp. decumbens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Thysanocarpus conchuliferus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Fritillaria gentneri,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gilia tenuiflora ssp. hoffmannii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Gilia tenuiflora ssp. arenaria,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lasthenia burkei,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lasthenia conjugens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Neostapfia colusana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Swallenia alexandrae,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Tuctoria mucronata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Howellia aquatilis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Ivesia webberi,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Caulanthus californicus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Streptanthus albidus ssp. albidus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Streptanthus niger,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Delphinium bakeri,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Delphinium variegatum ssp. kinkiense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Delphinium luteum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Layia carnosa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lessingia germanorum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lilium pardalinum ssp. pitkinense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lilium occidentale,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya stolonifera,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dudleya traskiae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Acmispon dendroideus var. traskiae,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lupinus tidestromii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lupinus nipomensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Malacothrix squalida,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Malacothrix indecora,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eremalche kernensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arctostaphylos glandulosa ssp. crassifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arctostaphylos franciscana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arctostaphylos myrtifolia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arctostaphylos morroensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arctostaphylos pallida,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arctostaphylos hookeri var. ravenii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arctostaphylos confertiflora,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Calochortus tiburonensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Limnanthes floccosa ssp. californica,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Limnanthes vinculans,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pogogyne nudiuscula,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pogogyne abramsii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus applegatei,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus brauntonii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus clarianus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus lentiginosus var. coachellae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus tener var. titi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus albens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus lentiginosus var. piscinensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus jaegerianus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus magdalenae var. peirsonii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus tricarinatus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Astragalus pycnostachyus var. lanosissimus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Monardella viminea,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Diplacus vandenbergensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Calystegia stebbinsii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eriodictyon altissimum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cercocarpus traskiae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Thelypodium stenopetalum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Navarretia leucocephala ssp. pauciflora,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Navarretia leucocephala ssp. plieantha,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Navarretia fossalis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Nitrophila mohavensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Allium munzii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Orcuttia californica,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Orcuttia pilosa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Orcuttia viscida,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Orcuttia inaequalis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Orcuttia tenuis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Castilleja campestris ssp. succulenta,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Oxytheca parishii var. goodmaniana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Castilleja cinerea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Castilleja grisea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Castilleja mollis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Castilleja affinis ssp. neglecta,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Thlaspi californicum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pentachaeta lyonii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pentachaeta bellidiflora,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Phacelia insularis ssp. insularis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Phlox hirsuta,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Piperia yadonii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Polygonum hickmanii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Potentilla hickmanii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Calyptridium pulchellum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arabis hoffmannii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arabis macdonaldiana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Sibara filifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Helianthemum greenei,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arenaria ursina,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Arenaria paludicola,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Suaeda californica,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Carex albida,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chorizanthe pungens var. hartwegiana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chorizanthe howellii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chorizanthe pungens var. pungens,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chorizanthe orcuttiana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chorizanthe robusta var. robusta,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chorizanthe robusta var. hartwegii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Dodecahema leptoceras,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chorizanthe valida,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Chamaesyce hooveri,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Parvisedum leiocarpum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pseudobahia bahiifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Pseudobahia peirsonii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eriophyllum latilobum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Enceliopsis nudicaulis var. corrugata,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Blennosperma bakeri,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Taraxacum californicum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Deinandra increscens ssp. villosa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Deinandra conjugens,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Holocarpha macradenia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cirsium fontinale var. obispoense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cirsium fontinale var. fontinale,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cirsium loncholepis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eryngium constancei,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Cirsium hydrophilum var. hydrophilum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Acanthomintha ilicifolia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Acanthomintha obovata ssp. duttonii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Tuctoria greenei,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Verbena californica,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Erysimum teretifolium,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Erysimum capitatum var. angustatum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Erysimum menziesii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Rorippa gambellii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eriogonum kennedyi var. austromontanum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
California,Lithophragma maximum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eriastrum densifolium ssp. sanctorum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Monolopia congdonii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
California,Eriodictyon capitatum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Gila elegans,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Boloria acrocnema,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Gila cypha,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Coccyzus americanus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Mustela nigripes,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Empidonax traillii extimus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Lynx canadensis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Zapus hudsonius luteus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Zapus hudsonius preblei,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Strix occidentalis lucida,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Ptychocheilus lucius,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Centrocercus minimus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Hesperia leonardus montana,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Colorado,Xyrauchen texanus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
