state,species,taxon_general,taxon_specific,status,recorder,Use this link to get federally listed species in each state ->,https://ecos.fws.gov/ecp0/reports/species-listed-by-state-totals-report,,,,,,,,,,,,,,,,,,
Kentucky,Dromus dromas,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Pegias fabula,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Pleuronaia dolabelloides,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Pleurobema plenum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Plethobasus cooperianus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Potamilus capax,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Epioblasma obliquata obliquata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Quadrula cylindrica cylindrica,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Epioblasma torulosa rangiana,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Epioblasma florentina walkeri,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Obovaria retusa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Notropis albizonatus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Palaemonias ganteri,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Cumberlandia monodonta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Scaphirhynchus albus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Sterna antillarum,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Physaria globosa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Trifolium stoloniferum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Leavenworthia exigua laciniata,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Solidago shortii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Platanthera integrilabia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Apios priceana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Arabis perstellata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Conradina verticillata,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Arenaria cumberlandensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Kentucky,Spiraea virginiana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Potamilus inflatus,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Trichechus manatus,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Lampsilis abrupta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Margaritifera hembeli,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Pituophis ruthveni,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Potamilus capax,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Quadrula cylindrica cylindrica,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Epioblasma florentina walkeri,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Lepidochelys kempii,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Caretta caretta,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Acipenser oxyrinchus desotoi,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Scaphirhynchus albus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Sterna antillarum,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Gopherus polyphemus,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Graptemys oculifera,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Picoides borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Schwalbea americana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Geocarpon minimum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Louisiana,Isoetes louisianensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Bombus affinis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Lynx canadensis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Salmo salar,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Sterna dougallii dougallii,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Pedicularis furbishiae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Platanthera leucophaea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maine,Isotria medeoloides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Stygobromus hayi,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Myotis sodalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Etheostoma sellare,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Cicindela dorsalis dorsalis,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Cicindela puritana,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Clemmys muhlenbergii,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Alasmidonta heterodon,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Amaranthus pumilus,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Scirpus ancistrochaetus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Oxypolis canbyi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Agalinis acuta,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Ptilimnium nodosum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Aeschynomene virginica,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Helonias bullata,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Maryland,Isotria medeoloides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Nicrophorus americanus,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Bombus affinis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Sterna dougallii dougallii,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Cicindela dorsalis dorsalis,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Cicindela puritana,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Clemmys muhlenbergii,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Pseudemys rubriventris bangsi,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Alasmidonta heterodon,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Scirpus ancistrochaetus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Schwalbea americana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Agalinis acuta,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Massachusetts,Isotria medeoloides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Myotis sodalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Villosa fabalis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Brychius hungerfordi,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Lycaeides melissa samuelis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Neonympha mitchellii mitchellii,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Pleurobema clava,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Somatochlora hineana,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Lynx canadensis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Sistrurus catenatus,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Epioblasma triquetra,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Charadrius melodus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Epioblasma torulosa rangiana,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Oarisma poweshiek,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Nerodia erythrogaster neglecta,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Setophaga kirtlandii,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Canis lupus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Hymenoxys herbacea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Asplenium scolopendrium var. americanum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Solidago houghtonii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Iris lacustris,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Mimulus michiganensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Platanthera leucophaea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Isotria medeoloides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Michigan,Cirsium pitcheri,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Bombus affinis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Lycaeides melissa samuelis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Lampsilis higginsii,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Lynx canadensis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Quadrula fragosa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Plethobasus cyphyus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Epioblasma triquetra,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Charadrius melodus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Notropis topeka,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Hesperia dacotae,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Oarisma poweshiek,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Cumberlandia monodonta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Canis lupus,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Lespedeza leptostachya,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Erythronium propullans,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Platanthera praeclara,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Minnesota,Rhodiola integrifolia ssp. leedyi,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Myotis grisescens,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Myotis sodalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Neonympha mitchellii mitchellii,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pleurobema clava,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pleurobema curtum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pleurobema perovatum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pleurobema decisum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Epioblasma brevidens,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Epioblasma penita,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Grus canadensis pulla,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Etheostoma rubrum,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Percina aurora,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Percina tanasi,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Rana sevosa,Amphibians,Frogs/Toads,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Potamilus inflatus,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Trichechus manatus,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Medionidus acutissimus,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Lampsilis perovalis,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Lampsilis abrupta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Plethobasus cyphyus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Epioblasma triquetra,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pleuronaia dolabelloides,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pleurobema marshalli,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pleurobema taitianum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Potamilus capax,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Quadrula cylindrica cylindrica,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Epioblasma florentina walkeri,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Lepidochelys kempii,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Caretta caretta,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pituophis melanoleucus lodingi,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Quadrula stapes,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Mycteria americana,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Acipenser oxyrinchus desotoi,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Scaphirhynchus albus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Sterna antillarum,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Gopherus polyphemus,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Pseudemys alabamensis,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Graptemys oculifera,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Graptemys flavimaculata,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Picoides borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Platanthera integrilabia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Lindera melissifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Apios priceana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Isoetes louisianensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Mississippi,Helianthus verticillatus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Myotis grisescens,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Myotis sodalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Corynorhinus townsendii ingens,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Amblyopsis rosae,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Antrobia culveri,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Cambarus aculabrum,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Etheostoma nianguae,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Somatochlora hineana,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Cryptobranchus alleganiensis bishopi,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Lampsilis higginsii,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Noturus placidus,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Quadrula fragosa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Lampsilis rafinesqueana,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Lampsilis abrupta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Leptodea leptodon,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Plethobasus cyphyus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Epioblasma triquetra,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Epioblasma florentina curtisii,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Potamilus capax,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Quadrula cylindrica cylindrica,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Cottus specus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Notropis topeka,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Cumberlandia monodonta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Scaphirhynchus albus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Sterna antillarum,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Picoides borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Boltonia decurrens,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Physaria filiformis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Trifolium stoloniferum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Asclepias meadii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Geocarpon minimum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Platanthera leucophaea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Platanthera praeclara,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Isotria medeoloides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Lindera melissifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Missouri,Helenium virginicum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Ursus arctos horribilis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Grus americana,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Coccyzus americanus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Mustela nigripes,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Lynx canadensis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Scaphirhynchus albus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Acipenser transmontanus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Sterna antillarum,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Salvelinus confluentus,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Silene spaldingii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Howellia aquatilis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Montana,Spiranthes diluvialis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Nicrophorus americanus,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Grus americana,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Numenius borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Leptodea leptodon,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Notropis topeka,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Scaphirhynchus albus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Sterna antillarum,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Cicindela nevadica lincolniana,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Gaura neomexicana var. coloradensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Spiranthes diluvialis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Platanthera praeclara,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nebraska,Penstemon haydenii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Gila elegans,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Icaricia shasta charlestonensis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Gila cypha,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Gila robusta jordani,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Gila seminuda,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Coccyzus americanus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Chasmistes cujus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Nevada,Rhinichthys osculus nevadensis,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
